ID DEL CENTRO,NOMBRE DEL ESTABLECIMIENTO,DIRECCIÓN DEL CENTRO,TIPO DE CENTRO,REGIONAL DE SALUD,PROVINCIA,MUNICIPIO,SECTOR,AÑO DE APERTURA,COORD. LATITUD,COORD. LONGITUD
618,PALMARITO,CALLE PADRE CAMILO BOEMANS ESQUINA FRANCISCO PENA GOMEZ,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,BARAHONA,CACIQUE,2002,18.209372,-71.112239
718,GREGORIO LUPERON,MANZANA 14 SIN NUMERO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,PUERTO PLATA,PUERTO RICO,2002,19.7965,-70.7073
765,LOS LIMONES,CALLE PRINCIPAL LOS LIMONES,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,VILLA TAPIA,LOS LIMONES,2002,19.3071585,-70.3479082
768,HATO PALMAR,CARRETERA PRINCIPAL HATO PALMAR,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,VILLA TAPIA,HATO PALMAR,2002,19.3304,-70.442
801,EL TABLON,CARRETERA PRINCIPAL E TABLON,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,VILLA TAPIA,EL TABLON,2002,19.2748,-70.4133
804,LA PENUELA,CALLE PRINCIPAL BARRIO NUEVO DETRAS DEL HOSPITAL CABRAL DE BARAHONA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,CABRAL,LA PENUELA 1,2002,18.248,-71.2091
883,HERMANAS MIRABAL CPN H MIR,PROLONGACION JOSE REYES PROXIMO A LA ENVASADORA DE GAS,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,HERMANAS MIRABAL 1,2002,19.30227,-70.24486
951,UCNE,EN EL EDIFICIO A DE LA UNIVERSIDAD NORDESTANA LOS ARROYOS,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,UCNE,2002,19.34034,-70.26593
994,NUESTRA SENORA DE FATIMA,C JOSE REYES CASI ESQ 2,CONSULTORIO,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,HERMANAS MIRABAL 4,2002,19.29873,-70.24818
1052,QUIJA QUIETA,PROLONGACION SANCHEZ ESQ ROSALINA CANO,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,QUIJA QUIETA,2002,18.8003,-71.2491
1053,CORBANO SUR 1,CALLE GERMAN ARISTI ESQ BATALLA DE SANTOME CERCA DE OBRAS PUBLICA,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,CORBANO SUR 1,2002,18.81,-71.25
1069,EL HOYO,CALLE PRINCIPAL EL HOYO,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,VILLA ESPERANZA 1,2002,18.8471,-71.577
1154,LA GINITA,CARRETERA MICHES SABANA DE LA MAR,CENTRO DE PRIMER NIVEL,YUMA,EL SEIBO,MICHES,LA GINITA - 1,2002,18.9885,-69.1304
1155,LA MINA,LA MINA MICHES CARRETERA MICHES HIGUEY,CENTRO DE PRIMER NIVEL,YUMA,EL SEIBO,MICHES,LA MINA,2002,18.956,-68.9868
1156,LOS FRANCESES,LOS FRANCESES SN,CENTRO DE PRIMER NIVEL,YUMA,EL SEIBO,MICHES,LOS FRANCESES,2002,18.972727,-69.044695
1161,LAS QUINIENTAS,CALLE PROF LEON BERAS ESQ GENERAL FRANCISCO LEONARDO CENTRO CIUDAD EL SEIBO REP DOM,CENTRO DE PRIMER NIVEL,YUMA,EL SEIBO,EL SEIBO,LAS QUINIENTAS 1,2002,18.7661,-69.0419
1162,VILLA GUERRERO,CALLE JOSE FRANCISCO PENA GOMEZ NUM 10 PROV EL SEIBO REP DOM,CENTRO DE ZONA,YUMA,EL SEIBO,EL SEIBO,VILLA GUERRERO 1,2002,18.7563,-69.042
1175,POTROSO,CALLE HATO VIEJO POTROSO,CENTRO DE PRIMER NIVEL,EL VALLE,ELIAS PIÑA,COMENDADOR,POTROSO,2002,18.95,-71.73
1185,GINANDIANA,CALLE RESPALDO TEOFILO HERNANDEZ NO 18 EL SEIBO REP DOM,CENTRO DE PRIMER NIVEL,YUMA,EL SEIBO,EL SEIBO,GINANDIANA 1,2002,18.7728,-69.0389
1251,BOCA DE CHAVON,CARRETERA HIGUEY ROMANA POR LA AUTOVIA DEL ESTE,CONSULTORIO,YUMA,LA ALTAGRACIA,SAN RAFAEL DEL YUMA,BOCA DE CHAVON,2002,18.442142,-68.8332
1365,CABALLONA,CARRETERA HATO NUEVO MANOGUAYABO LOS ALCARRIZOS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,BARRIO NUEVO,2002,18.4664483,-69.9893133
1377,CPNA LA CIENEGA,CALLE RESPALDO LA MARINA 13 LA CIENAGA,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,LA CIENAGA 1,2002,18.4943,-69.8823
1468,CENTRO DE PRIMER NIVEL DE ATENCION EL FERNANDEZ,C HERIBERTO NUNEZ NO 1 LOS PRADITOS,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,Los Praditos 2,2002,18.47345,-69.951188
1475,LA CIENAGA,CALLE JOAQUIN BALAGUER NO 2 RESIDENCIAL  LA CONCORDIA LA CIENEGA KM 14 AUTOPISTA DUARTE,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,ESPERANZA 2,2002,18.5059632,-70.0159957
1487,CENTRO DE PRIMER NIVEL DE ATENCION 30 DE MAYO,CALLE LUPERON N0 92 SECTOR 30 DE MAYO,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,30 DE MAYO 2,2002,18.4393,-69.9373
1501,CPNA LOS CASABES,CARRETERA PRINCIPAL LOS CASABES,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,LOS CAZABES 1,2002,18.56248,-69.95246
1539,JUAN SANCHEZ,CARRETERA JUAN SANCHEZ LA PISTA EN ESTE CRUCE DOBLANDO A LA IZQUIERDA,CENTRO DE PRIMER NIVEL,HIGUAMO,MONTE PLATA,SABANA GRANDE DE BOYA,JUAN SANCHEZ,2002,18.9868,-69.8268
1596,CPNA LOS FRAILES II,CALLE 30 DE MAYO NO1 LOS FRAILES II,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,BARRIO NUEVO II,2002,18.4927363,-69.7770221
1813,ONG CENTRO DE REHABILITACION DE CIEGOS,AVENIDA CORREA Y CIDRON 24 ESQ HUASCAR TEJEDA,CONSULTORIO,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,ZONA UNIVERSITARIA 1,2002,18.4566,-69.9214
2087,FELIX MARIA GOICO,EXPRESO V CENTENARIO 33 69 902351,HOSPITAL MEDIANA COMPLEJIDAD,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,VILLA CONSUELO 3,2002,18.4902,-69.9023
31,DR MARCELINO VELEZ SANTANA,C ISSABEL AGUILAR NO 141,HOSPITAL ALTA COMPLEJIDAD,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,SANTA ROSA DE LIMA ,2003,18.473463,-69.971416
47,DR GUARIONEX ALCANTARA,PROLONGACION DUARTE  BARRIO BANILEJO RANCHO ARRIBA SAN JOSE DE OCOA,HOSPITAL MEDIANA COMPLEJIDAD,VALDESIA,SAN JOSE DE OCOA,RANCHO ARRIBA,BANILEJOS,2003,18.698061,-70.446604
91,NATIVIDAD ALCALA,CARRETERA SAMANA LAS TERRENAS,HOSPITAL MEDIANA COMPLEJIDAD,CIBAO NORDESTE,SAMANA,SAMANA,LIMON 2,2003,19.293675,-69.437367
387,HATILLO,CARRETERA HATILLO,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,JARABACOA,HATILLO,2003,19.15776,-70.63648
471,BATEY PAJA,CALLE JOSE LABOUT ANTIGUO CLUB 24 DE JUNIO,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,VICENTE NOBLE,VICENTE NOBLE 3,2003,18.387695,-71.180006
472,SOR VICENTA,CALLE JOSE DE JESUS ALTUNA DETRAS DEL HOSPITAL MUNICIPAL VICENTE NOBLE,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,VICENTE NOBLE,VICENTE NOBLE 1,2003,18.386133,-71.171976
544,LAS CLAVELLINAS,CALLE JESUS DE NAZARET NO 12 BARIO LOS POLVITOS,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BAHORUCO,LOS RIOS,LAS CLAVELLINAS,2003,18.5154485,-71.5613502
640,EL CATEY,CARRETERA PRINCIPAL PROYECTO DE DESALOJO DE LOS HAITISES,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,SAMANA,SANCHEZ,EL CATEY,2003,19.25005,-69.72482
644,DANIEL WILLMORE,CALLE DANIEL WILLMORE,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,SAMANA,SAMANA,DANIEL WILLMORE 1,2003,19.20566,-69.3432
649,LLANOS DEL INGENIO,C MAXIMO GOMEZ 9 EN LOS CERROS DE SAN LORENZO BARRIO LLANOS DEL INGENIO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO, LOS LLANOS DEL INGENIO,2003,19.4894,-70.7429
653,FUNDAMBIENTE,C 46 PRINCIPAL  47 DEL SECTOR ENS JOSE MANUEL BARRIO CIEN FUEGO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,ENSANCHE JOSE MANUEL,2003,19.4767,-70.745
704,INGENIO ABAJO,CARRETERA PRINCIPAL AUTOP SANTIAGO NAVARRETE PARAJE INGENIO ABAJO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,INGENIO ABAJO,2003,19.5,-70.76
720,MIRADOR NORTE,HERMANAS MIRABAR NO 12,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,MIRADOR NORTE 1,2003,18.820226,-71.230489
722,PESCADERIA,CALLE 30 DE MAYO EN PESCADERIA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,FUNDACION,PESCADERIA,2003,18.2722619,-71.16458
731,EL MANGO,CALLE PRINCIPAL PROXIMO COLMADO JOSE,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,PUERTO PLATA,EL MANGO,2003,19.62,-70.56
755,CANCA LA PIEDRA,CALLE REAL CANCA LA PIEDRA DESPUES DEL CRUCE A CARLOS DIAZ,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,TAMBORIL,CANCA LA PIEDRA 1,2003,19.4749202,-70.5851745
780,PEDERNALES 3 Y 4,CALLE 2DA NO 17 BARRIO ALCOA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,PEDERNALES,PEDERNALES,PEDERNALES 2,2003,18.03848,-71.7414
785,EL PROGRESO,CALLE 1RA NO 23 BARRIO LOS ROBLES PEDERNALES,CENTRO DE PRIMER NIVEL,ENRIQUILLO,PEDERNALES,PEDERNALES,PEDERNALES 3,2003,18.03504,-71.74602
846,ANGEL PACHECO,CALLE PRIMERA NO 1,CENTRO DE PRIMER NIVEL,VALDESIA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,ANGEL PACHECO I (LAS FLORES I),2003,18.531431,-70.5064
954,AGRUPACION MADRE SANTA ANA,C PILAR TAVERAS EN LA ESCUELA,CONSULTORIO,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,SANTA ANA 1,2003,19.30062,-70.26227
958,LA AMARGA,CALLE SANCHEZ CASA NUMERO 37 SECC LA AMARGA,CONSULTORIO,CIBAO NORDESTE,DUARTE,SAN FRANCISCO DE MACORIS,LA REFORMA,2003,19.2239074,-70.3331832
1017,FELIX MARIA ALCANTARA CASTILLO PINDO,CALLE MIGUEL MASCARO,CENTRO DE PRIMER NIVEL,VALDESIA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,FELIX MARIA ALCANTARA(PINDO) I (SAN RAFAEL II),2003,18.551371,-70.509131
1019,LA NUEVA ESPERANZA,CALLE SANTA RASA NO 43,CENTRO DE PRIMER NIVEL,VALDESIA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,SAN LUIS 1,2003,18.656096,-70.500532
1020,OJO DE AGUA,CARRETERA PRINCIPAL OJO DE AGUA,CENTRO DE PRIMER NIVEL,VALDESIA,SAN JOSE DE OCOA,SAN JOSE DE OCOA,LUIS ARCADIO BAEZ MEJÍA(CHICHI) (OJO DE AGUA),2003,18.559426,-70.490048
1025,SABANA LARGA ABAJO,CALLE AGAPITO CASTILLO ESQ CALLE 4 NO 1,CENTRO DE PRIMER NIVEL,VALDESIA,SAN JOSE DE OCOA,SABANA LARGA,ALEJANDRO ARIAS ALCANTARA (SABANA LARGA ABAJO),2003,18.571774,-70.500633
1054,LAS ZANJAS,CALLE PRINCIPAL,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,LAS ZANJAS,2003,18.78786,-71.13587
1125,EL JOBITO,CALLE SAN PEDRO,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,EL CERCADO,EL JOVITO,2003,18.723,-71.511
1166,BATISTA,CALLE SANCHEZ,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,EL CERCADO,BATISTA,2003,18.6627,-71.437
1212,LA SIERRA,SECCION DON LOPEZ 1 ESQUINA ESCUELA,CENTRO DE PRIMER NIVEL,HIGUAMO,HATO MAYOR,HATO MAYOR,LA SIERRA,2003,18.75067,-69.39008
1228,YANIGUA,CARRETERA EL VALLE YANIGUA,CENTRO DE PRIMER NIVEL,HIGUAMO,HATO MAYOR,SABANA DE LA MAR,YANIGUA,2003,18.976694,-69.425179
1232,VILLA CERRO,C GASTON FERNANDO DELIGNE HIGUEY,CENTRO DE PRIMER NIVEL,YUMA,LA ALTAGRACIA,HIGÜEY,VILLA PROGRESO 1,2003,18.635696,-68.715009
1332,ASILO JOSE MARIA,CALLE SANCHES NUMERO 60,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,EL TOCONAL,2003,18.450935,-69.308726
1363,BIENVENIDO,CALLE PRINCIPAL HATO NUEVO MANOGUAYABO,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,RESIDENCIAL CDEE,2003,18.4948555,-70.0542583
1408,CPNA NUEVA ISABELA,FRAY ANTON DE MOTESINOS ESQ CALLE MARIO MORENO CANTINFLAS,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,PROYECTO NUEVA ISABELA I,2003,18.5423684,-69.9263534
1409,CPNA PONCE ADENTRO,CALLE 3RA  AL LADO DEL CONTROL DE LAS GUAGUAS DE PONCE ADENTRO,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,PONCE ADENTRO 2,2003,18.5331,-69.9442
1416,FUNDACION SAN VALERO,CALLE RESTAURACION 1 GUARICANO POR LOS MULTIS,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,NUEVA ISABELA 1,2003,18.5404637,-69.9417177
1422,CONSULTORIO PARROQUIAL SANTA CRUZ,CALLE HERMANAS MIRABAL EN LA IGLESIA CATOLICA DE SANTA CRUZ VILLA MELLA,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,SOL DE LUZ 1,2003,18.528417,-69.9090962
1578,CPNA VILLA FRANCISCA,CALLE ENRRIQUILLO EN EL CLUB DEPORTIVO DE VILLA FRANCISCA,CENTRO DE PRIMER NIVEL,OZAMA,DISTRITO NACIONAL,SANTO DOMINGO DE GUZMAN,EL HOYO DE ALTAGRACIA,2003,18.4805,-69.8922
1606,SAJANOA,C 06 DE NOVIEMBRE N 01,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,TABARA ARRIBA,SAJANOA,2003,18.56,-70.86
1768,PATRONATO MEDICO AUXILIO MUTUO,CALLE GREGORIO RIVAS,CONSULTORIO,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,MIL FLORES 1,2003,18.5146,-69.866
1835,MARCELINITO LAS PALMAS,CALLE PRIMERA ESQUINA ESPANOLA NO 56 LAS PALMAS DE HERRERA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,MARCELINITO 1,2003,18.467026,-70.000359
1838,ORDEN DE MALTA,CALLE PROLONGACION MERINO S N FRENTE AL MULTIUSO,CONSULTORIO,HIGUAMO,MONTE PLATA,MONTE PLATA,EL DEPORTIVO,2003,18.8151,-69.7912
2046,DEPARTAMENTO DE SALUD GRUPO M IDSS,CARR MATANZA PUNAL CARIBBEAN INDUSTRIAL PARK DE LA REPUBLICA DOMINICANA,CONSULTORIO,CIBAO NORTE,SANTIAGO,PUÑAL,ALTO DE MATANZAS,2003,19.4068,-70.6726
26,HACIENDA ESTRELLA,CALLE NO 13  ESQ CARRETERA PRINCIPAL,HOSPITAL MEDIANA COMPLEJIDAD,OZAMA,SANTO DOMINGO,SANTO DOMINGO NORTE,VILLA DE LOS MILAGROS,2004,18.676205,-69.873623
209,LA YAGUA,CARRETERA MAO GUAYUBIN  ENTRADA DEL PLAY SECCION LA YAGUA,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,VALVERDE,MAO,LA YAGUA,2004,19.5846,-71.1693
470,30 DE MAYO,CALLE BENJAMIN SUERO MATOS NO 8 BARRIO 30 DE MAYO LA POLICIA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BARAHONA,BARAHONA,LA HORTALIZA,2004,18.4142,-71.0993
492,D 1 GANADERO,CALLE PRINCIPAL,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,SABANA YEGUA,D-1 GANADERO,2004,18.41676,-70.8382
523,SAN FRANCISCO,CALLE REPALDO COLON 35,CENTRO DE PRIMER NIVEL,EL VALLE,AZUA,SABANA YEGUA,SAN FRANCISCO,2004,18.46285,-70.8305
531,JIMANI VIEJO,CALLE TIRSON DE MOLINA 2,CENTRO DE PRIMER NIVEL,ENRIQUILLO,INDEPENDENCIA,JIMANI,JIMANI VIEJO,2004,18.490689,-71.854797
581,GUAROCUYA,CALLE PRINCIPAL NO 5 OFICINA VISION MUNDIAL,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BAHORUCO,TAMAYO,SANTA BARBARA,2004,18.35553,-71.23072
583,BATEY 2,CALLE PRINCIPAL VIA NEYBA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,BAHORUCO,NEIBA,BATEY 2,2004,18.43159,-71.2576
621,JACAGUA ARRIBA,CARRETERA PRINCIPAL DE JACAGUA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,JACUAGUA ARRIBA,2004,19.4829,-70.7026
669,EDILIA COLLADO ESPINAL,POR LA CARRETERA DE LOS MONTONES DESPUES DE PEDREGAL A MANO IZQUIERDA EN DON JUAN DESPUES DE LA ESCUELA EN LA MISMA CARRETERA A MANO IZQUIERDA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SAN JOSE DE LAS MATAS,DON JUAN,2004,19.2887907,-70.9245358
700,LA LOMOTA,ENTRANDO POR LA CALLE SANTIAGO DE NAVARRETE A MANO DERECHA EN LA LOMOTA C PRINCIPAL DESPUES DEL CUARTEL DE POLICIA LOMOTA,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,BISONO,LA LOMOTA,2004,19.6411,-70.8749
781,NAVAS,CALLE PRINCIPAL QUE LO COMUNICA CON LOS HIDALGOS A LA DERECHA DEL DESTACAMENTO P N,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,LOS HIDALGOS,LOS HIDALGOS 4,2004,19.73687,-70.965088
794,LAS AROMAS,CALLE PRINCIPAL ENTRADA LAS AROMAS,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,VILLA TAPIA,LAS AROMAS,2004,19.32085,-70.41058
821,LA JIBARA,PARAJE LA JIBARA SECCION BLANCO ARRIBA,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,HERMANAS MIRABAL,TENARES,LA JIBARA,2004,19.48879,-70.32454
859,LA CIENAGA,CALLE ELEUTERIO MINAYA ESQUINA CALLEJON VERICLE,CENTRO DE PRIMER NIVEL,CIBAO NORTE,SANTIAGO,SANTIAGO,LA CIENEGA 1,2004,19.5146,-70.7305
864,FUNDACION,CARRETERA FUNDACION GUANANICO AL LADO DE LA ESCUELA PRIMARIA DE GUANANICO,CENTRO DE PRIMER NIVEL,CIBAO NORTE,PUERTO PLATA,GUANANICO,FUNDACION,2004,19.667,-70.8964
929,LAS CEJAS,CALLE PRINCIPAL LAS CEJITAS,CENTRO DE PRIMER NIVEL,CIBAO NORDESTE,MARIA TRINIDAD SANCHEZ,NAGUA,CEJA DEL JOBO,2004,19.2865,-69.8182
1037,LA PARED,CALLE PRINCIPAL CARRETERA MANOGUAYABO AL LADO DEL LICEO FRANCISCO PENA GOMEZ,CENTRO DE PRIMER NIVEL,VALDESIA,SAN CRISTOBAL,BAJOS DE HAINA,LA PARED 1,2004,18.4408,-70.0342
1064,MATAYAYA,CARRETERA LAS MATAS ELIAS PINA,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,MATAYAYA,2004,18.8884,-71.5879
1065,LOS CARTONES,CALLE CLUB 20 30,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,LOS CARTONES,2004,18.8777,-71.5158
1067,LOS GRINGOS,CALLE PROYECTO,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,LOS GRINGOS,2004,18.8663,-71.5186
1068,LOS JOBOS,CARRETERA BANICA KM 3,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,LOS JOBOS,2004,18.931,-71.5916
1070,CARRERA DE YEGUA,CARRETERA LAS MATAS POZO HONDO,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,CARRERA DE YEGUA,2004,18.9667,-71.5038
1071,EL NARANJO,CARRETERA PRINCIPAL EL NARANJO,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,LAS MATAS DE FARFAN,EL NARANJO,2004,18.8223,-71.5656
1087,ROSA NOVA,CALLE PRINCIPAL NO 35 CATALINA,CENTRO DE PRIMER NIVEL,VALDESIA,PERAVIA,BANI,CATALINA URBANO,2004,18.27,-70.24
1172,MACASIAS,CALLE RINCONCITO  MACASIAS,CENTRO DE PRIMER NIVEL,EL VALLE,ELIAS PIÑA,COMENDADOR,MACASIAS,2004,18.97,-71.85
1174,PINZON,CALLE CARRIZAL PINZON,CENTRO DE PRIMER NIVEL,EL VALLE,ELIAS PIÑA,COMENDADOR,PINZON,2004,18.9,-71.74
1272,LAS DAMAS,SAN JOSE DUVERGE,CENTRO DE PRIMER NIVEL,ENRIQUILLO,INDEPENDENCIA,DUVERGE,SAN JOSE,2004,18.3799,-71.5294
1285,MONTE CRISTI,CALLE PRINCIPAL,CENTRO DE PRIMER NIVEL,HIGUAMO,SAN PEDRO DE MACORIS,SAN PEDRO DE MACORIS,MONTE CRISTIS,2004,18.510641,-69.243
1459,CPNA BRISA DEL ESTE,CALLE TRINITARIA NO 5 BRISAS DEL ESTE,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO ESTE,LOS LAURELES 1,2004,18.5661,-69.9083
1466,CPNA LA JOYA,C PROYECTO ANGELINA LA JOYA GUERRA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SAN ANTONIO DE GUERRA,LA JOYA,2004,18.5647,-69.6863
2021,NUESTRA SENORA DEL BUEN CONSEJO FE Y ALEGRIA BATEY LECHERIA,CALLE PRINCIPAL 6 BATEY LECHERIA CABALLONA,CENTRO DE PRIMER NIVEL,OZAMA,SANTO DOMINGO,SANTO DOMINGO OESTE,VILLA LAURA ,2004,18.4836,-70.0601
2053,JOSE FRANCISCO PENA GOMEZ,CALLE DESIDERIO AREAS,HOSPITAL MATERNO-INFANTIL,CIBAO NOROESTE,VALVERDE,MAO,LAS CUARENTAS,2004,19.555376,-71.076672
2411,CONSULTORIO DIVINO NIÑO,C DUVERGE 8 SANTIAGO DE LOS CABALLEROS 51000,CONSULTORIO,CIBAO NORTE,SANTIAGO,SANTIAGO,LOS ANGELES ,2004,19.4521236,-70.7057541
18,ELVIRA ECHAVARRIA VIUDA CASTILLO,CALLE CARLOS MANUEL PUMAROL,HOSPITAL MEDIANA COMPLEJIDAD,OZAMA,SANTO DOMINGO,SAN ANTONIO DE GUERRA,GUERRA CENTRO 1,2005,18.553232,-69.708821
123,TAIWAN 19 DE MARZO,CALLE INDEPENDENCIA ESQUINA 27 DE FEBRERO FRENTE A LA PLAZA DAPIATO,HOSPITAL ALTA COMPLEJIDAD,EL VALLE,AZUA,AZUA,SIMON STRIDDELS 2,2005,18.450998,-70.739338
176,LOS BONILLAS,ANA DELIA JORGE DETRAS DE UTESA,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,VALVERDE,MAO,CLUB DE LEONES,2005,19.564,-71.0722
287,VALENTIN SALINERO,CALLE SEGUNDA LA BOMBA NO 115,CENTRO DE PRIMER NIVEL,CIBAO NOROESTE,DAJABON,DAJABON,VALENTIN SALINERO,2005,19.5352,-71.7055
415,EL TANQUE,CALLE VILLA LIBERTAD NUMERO 43 EL TANQUE,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,EL TANQUE 1,2005,19.21589,-70.54714
418,JUAN PABLO DUARTE,CALLE PRINCIPAL NO 1 FRENTE A LA ESCUELA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,NIBAJE,2005,19.2205,-70.54911
421,DON FAUSTO,URBANIZACION DON FAUSTO CALLE PRINCIPAL SN PROXIMO A LA CANCHA,CENTRO DE PRIMER NIVEL,CIBAO SUR,LA VEGA,LA VEGA,ALTOS DE HATICO,2005,19.31659,-70.73036
442,CLUB ROTARIO,CALLE MARIA TRINIDA SANCHEZ LOS BOMBEROS COTUI,CENTRO DE PRIMER NIVEL,CIBAO SUR,SANCHEZ RAMIREZ,COTUI,EL TAMARINDO,2005,19.053987,-70.149856
448,SABANA ALTA,C SALOME URENA BARRIO BUENA VISTA,CENTRO DE PRIMER NIVEL,EL VALLE,SAN JUAN,SAN JUAN,SABANA ALTA,2005,18.73188,-71.11064
529,DUVERGE NORTE,CALLE EL NUMERO NO 47,CENTRO DE PRIMER NIVEL,ENRIQUILLO,INDEPENDENCIA,DUVERGE,LAS MERCEDES,2005,18.3807409,-71.5244103
532,JIMANI CENTRO,CALLE RUBEN MESINA EN EL TERRENO DE IGLESIA,CENTRO DE PRIMER NIVEL,ENRIQUILLO,INDEPENDENCIA,JIMANI,JIMANI CENTRO,2005,18.495022,-71.845506
